ADM,CLOT,DOM,EDUC,ELEC,EXP,FDAW,FDHO,FOOT,FURN,GASO,HEAL,HHTENURE,HOUS,ID,LIFE,LOCT,MAPP,PERS,READ,REFAGE,REFEDUC,REFMS,REFRACE,REFSEX,REGION,SAPP,SIZE,SIZEAF,SIZEAM,SIZEIN,SIZEJF,SIZEJM,TELE,TEXT,TOB,TOYS,TRIP,URBAN
67,210,0,0,360,14228.44,520,2600,74,0,330,3067,1,2058.5,2551814,0,0,0,30,0,48,12,1,1,2,1,28,4,2,2,0,0,0,552,0,0,126,0,1
50,1500,0,1400,540,22097.73,2760,1083.333,0,0,408,3066.667,2,266.6667,2594853,0,0,0,366.6667,0,51,15,1,1,1,3,600,3,1,1,0,1,0,66,0,0,400,0,1
0,147,0,0,207,7719.9,195,1040,0,0,150,3061.4,2,908.5,2588903,273,0,0,38,33,81,15,1,1,1,2,38,2,1,1,0,0,0,130,0,0,0,0,1
638,521,101,0,576,13863.25,826,1447,82,0,243,3053,2,1336,2618812,258,0,0,125,122,50,16,1,1,2,4,0,3,1,1,0,1,0,111,0,0,0,0,1
228,144,0,0,150,9700.5,0,1638,0,0,747,3038,4,2640,2583283,0,0,0,0,0,61,16,1,1,2,2,0,2,1,1,0,0,0,255,0,0,0,0,1
40,260,0,0,300,13780.5,866.6667,1170,40,0,240,3019.333,4,5658.667,2566564,0,0,0,466.6667,0,51,15,3,1,2,4,0,2,1,0,0,1,0,226,0,0,300,0,1
150,0,360,5240,189,27937.75,1950,2600,0,0,2100,3000,1,5206,2547464,0,0,0,0,20,46,14,1,6,2,4,0,4,2,2,0,0,0,525,0,0,0,0,1
0,0,150,0,381,10582.7,0,585,69,0,315,2994,1,975,2521015,0,0,0,15,30,70,15,1,1,1,1,0,2,1,1,0,0,0,147,0,0,250,0,1
500,600,0,2000,450,26916.14,2750,1950,100,0,240,2982,4,8488,2513095,0,0,0,150,200,57,15,1,1,2,4,0,2,1,1,0,0,0,480,0,0,0,600,1
233.3333,33.3333,250,0,150,10952.48,866.6667,693.3333,0,0,300,2980,1,1762.667,2572884,0,0,0,33.3333,33.3333,58,17,3,1,1,1,0,1,0,1,0,0,0,100,0,0,0,0,1
28,2043,0,0,45,24282.57,173.3333,173.3333,273,0,200,2967.233,2,15926.67,2605123,0,0,400,28.3333,0,74,14,2,1,2,1,125,1,1,0,0,0,0,85,0,0,0,0,1
0,60,8,0,375,9579.4,316,1100,0,0,1520,2964.4,2,1400,2585173,0,0,0,105,0,78,12,1,1,2,4,0,2,1,1,0,0,0,165,13,0,10,0,1
100,290,516,0,488,16683.75,715,1300,0,0,1720,2946,2,1700,2548144,45,0,1150,100,30,34,15,1,1,2,2,10,4,1,1,0,0,2,468,8,65,200,0,2
137.3333,0,0,1851,170,19110.79,1301.333,806,50,438,178,2939.333,1,7585.833,2527385,0,0,0,47.3333,10.6667,58,15,1,1,1,4,0,2,1,1,0,0,0,0,39,0,182,0,1
25,13,0,0,313,16569.55,780,1105,7,0,900,2910,4,3585.75,2582613,100,0,0,60,30,42,16,1,2,2,4,200,3,1,1,0,0,1,726,250,0,750,0,1
37,555,51,0,105,21501.4,706,1578,0,0,1075,2909.4,2,4139,2620603,0,0,1250,35,0,76,14,1,1,2,4,0,2,1,1,0,0,0,240,150,0,230,0,1
0,305,0,1170,450,17403.95,0,650,145,0,970,2899.7,1,1317.25,2511815,0,0,0,25,30,67,13,3,1,2,3,0,3,2,0,0,0,1,1105,240,0,350,0,1
26.6667,121.6667,0,0,176,5800.717,86.6667,485.3333,0,0,110,2893.8,2,46.5833,2636112,0,0,0,36.6667,49.3333,70,12,2,1,2,2,0,2,1,1,0,0,0,47,0,0,0,0,1
360,430,300,0,360,19799.45,390,1560,22,0,540,2849.7,4,8488,2589183,0,0,0,60,30,58,15,1,1,1,2,101,3,1,2,0,0,0,345,0,0,0,227,1
132.6667,702,0,0,330,8102.8,244.6667,693.3333,0,0,400,2836.133,1,689.3333,2528095,0,0,0,43.3333,0,46,15,3,1,2,1,0,2,2,0,0,0,0,360,0,0,0,0,1
278,2000,600,0,314,28924.4,2153,2890,650,2000,996,2832.4,2,6869,2517295,709,25,0,296,186,87,13,1,1,1,4,50,2,1,1,0,0,0,169,0,0,0,753,1
16,245,600,0,104,16706.19,260,2600,223,254,450,2829,2,262.5,2623142,0,0,504,269,100,59,15,1,1,1,2,95,2,1,1,0,0,0,258,78,0,410,0,1
0,263.3333,0,5552,1223,23449.43,476.6667,1256.667,0,0,200,2826.8,2,4463.667,2559154,0,0,0,133.3333,0,64,14,1,1,2,4,0,2,1,1,0,0,0,273,0,0,0,0,1
548,57,260,0,361,20973.25,780,1625,0,0,1530,2824,1,3668,2550924,384,24,0,240,0,58,12,1,6,1,2,0,3,1,1,0,1,0,136,0,0,830,0,1
23,460,120,0,600,13321.5,510,2210,0,0,1500,2818,1,1163,2546884,0,0,0,200,0,42,15,5,2,2,3,0,6,4,1,1,0,0,968,0,0,150,177,1
0,371,0,0,281,7470.3,346.6667,996.6667,0,0,402,2812,1,919.3333,2625802,0,0,0,0,0,56,14,1,1,2,1,0,2,1,1,0,0,0,480,0,0,0,0,1
90,580,120.4,0,2456,29273.4,880,1499,0,0,1875,2807.4,1,8347,2582373,475,0,0,220,135,74,15,1,1,2,3,0,3,2,1,0,0,0,195,0,0,120,0,1
0,30,0,0,401,7312.85,0,1300,0,0,240,2801.7,2,1234,2547024,0,0,0,0,20,73,12,1,1,1,4,0,3,1,2,0,0,0,171,0,65,0,0,1
40,150,0,0,337,14500.4,755,1001,0,0,1600,2794.4,2,1355,2547324,0,0,0,30,81,67,12,1,1,1,2,95,2,1,1,0,0,0,314,0,0,0,0,1
0,500,0,0,740,21082.1,975,2795,0,0,1200,2780,1,2273,2550304,0,0,0,150,0,40,12,1,1,2,3,0,3,1,2,0,0,0,1049,0,4745,0,0,1
80,863,900,419,728,21199.8,721,1300,132,0,1100,2762,1,4056.5,2618242,350,80,0,186,50,38,14,1,1,2,2,280,7,1,1,0,1,4,432,10,0,470,0,1
200,134,1800,0,190,15961.35,650,2600,0,0,1200,2761.4,1,1320,2623552,0,0,0,150,359,73,15,1,1,2,4,0,2,1,1,0,0,0,1470,0,0,0,0,1
0,553,0,0,0,14711.45,0,1950,182,0,300,2755,4,3966,2584373,0,0,0,30,0,47,15,1,1,1,1,40,5,1,2,0,1,1,620,0,0,0,0,1
0,0,0,0,545,5296.4,0,455,0,0,450,2744.4,2,275,2588803,0,0,0,23,0,87,12,1,1,2,2,0,2,1,1,0,0,0,258,0,0,0,0,1
0,121,0,0,688,7036.4,0,1300,0,0,450,2739.4,2,944,2518605,44,0,0,0,15,65,11,1,1,2,1,0,2,1,1,0,0,0,168,0,0,24,0,1
46.6667,569,560,0,335,23866,1239.333,1733.333,178,0,1080,2734.667,1,2505.333,2523675,239,0,0,244.3333,140,51,17,1,1,2,4,120,3,2,1,0,0,0,490,200,0,0,137,1
70,159,100,0,328,10160.83,740,1126.667,0,0,360,2730,4,2004,2564954,0,0,0,50,0,29,16,1,4,1,1,0,3,1,1,1,0,0,130,0,0,50,0,1
0,150,0,0,270,9489.9,169,1625,64,0,1500,2729.4,2,243.5,2589593,0,0,0,10,0,65,14,1,1,2,2,0,2,1,1,0,0,0,333,0,0,25,0,1
260,214,0,0,521,12091.2,130,1690,240,0,858,2723.7,4,3150,2519795,0,0,0,0,0,36,14,5,1,2,4,30,4,1,0,0,0,3,758,20,0,100,0,1
0,731,0,0,240,12802.4,0,2340,0,0,720,2711.4,5,2478,2548944,0,0,1050,210,26,72,12,1,2,2,1,0,2,1,1,0,0,0,246,0,0,0,0,1
4210,2530,300,0,365,32934.34,570,1950,100,0,1500,2699.4,1,6631.75,2582143,126,0,0,330,50,41,16,1,1,2,2,0,4,1,1,0,2,0,525,15,0,315,0,1
0,0,0,0,266,8769.4,156,585,0,0,1230,2696.4,2,1530,2548384,323,0,0,16,11,72,13,1,1,2,2,0,2,1,1,0,0,0,324,0,0,0,0,2
0,220,0,0,300,10383.5,351,910,0,0,480,2696,4,2550,2519745,0,0,0,0,0,38,13,1,1,1,3,0,4,1,1,0,1,1,480,0,0,450,0,1
0,2450,63,0,110,17930,693.3333,606.6667,0,1540,300,2652,4,5036,2661653,0,0,0,106.6667,12,35,15,1,2,1,3,40,3,1,1,1,0,0,289.3333,80,0,0,0,1
135,0,0,0,406,13269,0,1690,0,0,1425,2650,1,2161,2513825,348,0,0,0,75,50,12,1,1,2,3,0,3,2,1,0,0,0,501,0,0,0,0,1
120,350,0,0,409,12061.45,890,845,0,0,890,2650,2,1282,2546814,0,0,0,300,0,62,16,1,1,2,2,0,2,1,1,0,0,0,378,0,0,79,0,1
150,1308,0,0,270,22526.5,260,1625,590,2000,720,2650,1,3248,2621182,900,0,0,35,0,36,13,1,1,2,3,22,4,2,1,0,1,0,306,0,65,60,0,1
710,1136.333,56,0,450,46687.3,2518.333,911,1397,0,1310,2633.8,2,1055.333,2560454,56,0,0,383.3333,13.3333,62,12,1,2,2,3,0,2,1,1,0,0,0,142,0,130,20,1512,1
0,0,100.8,0,300,7878.064,230,541.6667,0,575,550,2630,2,843.3333,2604033,0,0,0,0,0,50,13,1,1,2,2,0,3,2,1,0,0,0,250,0,0,25,0,2
156,100,0,0,293,14158.7,416,910,0,0,320,2627.7,2,1885,2581823,0,0,0,180,348,87,12,2,1,2,1,0,2,2,0,0,0,0,666,150,0,0,100,1
131.6667,1225.667,340,0,261,14227.67,376.6667,483.3333,356,0,260,2603,1,2098.667,2637462,192,0,0,78.3333,45,64,15,1,1,1,2,0,2,1,1,0,0,0,166,0,0,130,560,1
0,6,0,0,171,12752.2,173.3333,1300,0,0,640,2600,1,4264,2561474,0,0,0,0,0,58,13,1,1,1,1,0,2,1,1,0,0,0,272,0,0,0,0,1
0,75,0,0,12,4292.816,86.6667,325,11,0,0,2590,1,268.3333,2573514,0,100.6667,0,0,1.6667,39,10,1,1,2,2,0,9,2,1,1,2,3,50,0,0,200,0,2
0,320.6667,400,0,230,13004.27,1786.667,993.3333,0,0,720,2580.667,2,2274.667,2557134,120,0,0,200,0,63,13,1,1,2,1,0,3,1,2,0,0,0,83,0,0,480,0,1
1113,212,176.6,0,240,22289.4,3100,1465,90,315,1270,2577.4,1,4108,2515605,0,0,0,250,0,63,14,1,1,1,1,0,3,2,1,0,0,0,420,0,0,290,810,1
150,748,0,0,524,17329.25,1820,1450,0,0,1500,2575,1,4628,2555234,0,0,0,135,0,42,12,1,1,2,2,0,5,4,1,0,0,0,450,0,0,134,0,2
0,905,0,0,250,15827.29,2166.667,1950,155,0,1000,2573.333,1,2093.333,2534195,0,0,0,12,0,48,15,1,4,1,1,0,3,1,2,0,0,0,8,0,0,0,0,1
85,980,0,180,511,20966.25,2500,1235,218,0,900,2551,1,3431,2516835,365,0,0,60,0,48,12,3,1,1,1,0,5,3,2,0,0,0,660,125,780,200,0,1
5,219,0,0,318,12070.95,715,754,70,0,390,2537.7,1,1152,2516495,0,0,0,115,0,58,14,3,1,2,2,0,2,2,0,0,0,0,402,0,0,381,0,1
6.6667,303.3333,160,0,65,6390.964,78,186.3333,0,0,112,2526,2,200,2576724,90,0,0,20,4.6667,58,13,1,1,1,2,0,2,1,1,0,0,0,90,0,0,0,0,1
0,0,0,0,66,5317,0,988,0,0,0,2523,4,1485,2621762,0,0,0,60,0,82,13,2,1,2,2,0,1,1,0,0,0,0,75,0,0,0,0,1
82,417,139,0,217,10877.83,86.6667,606.6667,84,0,431,2502.333,1,2593,2561134,0,0,0,26.6667,164,54,15,3,1,2,2,25,1,1,0,0,0,0,512,5,424.6667,60,243,1
90,90,0,0,360,12979.15,390,1755,40,0,450,2500.7,1,1554,2513615,0,0,200,0,0,63,14,1,1,2,2,0,3,2,1,0,0,0,378,250,0,75,0,2
107,307,6,0,120,10731.83,130,476.6667,191,0,440,2471,1,1078.667,2635522,1185,0,0,75.3333,0,28,13,1,1,2,4,0,2,1,1,0,0,0,220,0,0,0,0,1
0,637,48,600,297,22196.75,130,689,120,0,910,2467,4,7911,2581535,133,0,0,200,120,53,16,3,1,2,2,223,1,1,0,0,0,0,360,140,0,0,0,1
166,178,78.2,0,244,13672.23,793,736.6667,0,0,775,2465,1,2475,2663622,0,0,0,46.6667,0,34,15,1,1,1,3,0,5,1,1,1,0,2,231,0,0,743,0,1
1330,3723,651,0,472,26707.19,4300,2210,767,0,300,2464,2,1967.5,2622282,0,0,0,150,20,57,14,1,1,1,1,0,5,2,1,0,0,2,340,0,0,300,0,1
120,494,0,0,116,17277.83,866.6667,1776.667,0,0,800,2464,1,2268.333,2595503,33,0,0,100,0,33,13,1,4,1,4,0,2,1,1,0,0,0,193.3333,41,433.3333,320,0,1
38,1334,117,0,331,29927.4,3820,3900,59,0,1210,2461.4,1,2958,2617242,828,525,700,369,45,61,15,1,1,1,3,65,4,2,2,0,0,0,599,235,0,45,0,1
102,498,453,0,730,15038.19,1315,1105,0,0,165,2461,2,1567,2586863,0,0,0,92,30,60,15,5,1,1,4,0,1,0,1,0,0,0,96,0,0,0,920,1
0,36,225,0,234,10329.9,0,780,0,1029,195,2457.4,1,1132.5,2545234,0,0,0,120,78,82,14,1,1,2,4,0,2,1,1,0,0,0,204,0,0,0,0,1
0,0,0,0,735,21094,0,390,0,0,450,2445,2,750,2614522,0,0,0,45,35,65,13,1,1,2,2,0,2,1,1,0,0,0,228,0,0,200,0,1
169.3333,591.6667,0,0,209,10788.33,260,1083.333,0,0,316,2443.333,1,1732,2556764,0,320,0,118,0,47,15,1,1,1,4,0,4,3,1,0,0,0,490,0,0,50,0,1
10,0,0,0,457,19656.25,260,1235,40,0,1200,2442,1,4929,2556004,653,0,0,50,0,57,14,1,4,1,3,0,2,1,1,0,0,0,591,120,520,165,0,1
0,522,0,0,675,11405.6,520,780,0,535,1056.667,2438.6,1,1946,2597793,534,0,0,70,26.6667,70,15,1,1,1,3,193,2,1,1,0,0,0,290,0,0,170,0,1
215,108,493,0,109,10837.7,195,975,0,0,750,2435.7,1,1865,2613602,0,0,0,60,0,66,15,3,1,1,3,96,1,0,1,0,0,0,221,0,650,0,0,1
279,835,0,0,550,20046.9,1950,1950,106,0,1800,2430,1,1517,2623042,0,0,0,330,38,52,15,1,1,1,3,0,4,1,3,0,0,0,978,0,0,300,0,1
132,212,130,0,275,16071.7,650,1430,0,375,1239,2419.7,1,5772,2623952,0,0,0,62,122,65,16,1,1,1,2,0,2,1,1,0,0,0,225,0,130,36,0,2
0,330,0,0,180,10911.83,346.6667,830,55,30,612.5,2408,1,2020.333,2629382,0,0,0,0,0,35,14,1,1,1,4,20,2,1,1,0,0,0,100,50,0,0,0,1
0,162,1800,0,750,24264,1170,1170,0,0,180,2400,1,13867,2512925,0,0,0,0,0,39,15,4,1,2,1,0,3,1,0,0,0,2,381,86,0,240,0,1
0,700,280,0,500,14483.5,661.3333,936,210,0,520,2400,2,4235,2625922,120,0,0,0,0,59,17,1,1,2,2,110,2,1,1,0,0,0,788,0,0,0,0,1
423,90,299,0,898,18297.84,3900,715,313,0,3600,2386.4,2,425,2514215,0,0,0,25,20,74,16,1,1,1,3,0,2,1,1,0,0,0,240,0,0,0,0,1
193,0,5,0,164,8005.4,992,1404,0,0,300,2375.4,2,1636,2613552,0,0,0,30,0,71,14,1,1,2,3,0,2,1,1,0,0,0,132,0,0,0,0,1
209,510,245,0,483,22856.75,2180,1223,0,0,150,2375,1,8518,2556334,0,0,459,300,1,59,13,1,1,2,3,11,2,1,1,0,0,0,147,0,0,0,24,1
0,0,0,0,120,6831.367,173.3333,520,0,0,200,2374.667,1,1718.667,2565364,0,0,0,8,0,53,12,1,1,1,2,0,1,0,1,0,0,0,170,0,0,0,0,1
0,0,0,0,110,18854.45,1275,2145,0,0,1200,2372.4,1,2808.5,2515285,363,0,0,150,139,53,14,1,4,2,4,54,4,1,3,0,0,0,599,0,0,0,0,1
3910,2002,3210,0,1029,45542.84,1300,2600,150,0,600,2369.4,1,17186,2549374,3543,0,0,250,75,68,15,1,1,1,4,22,2,1,1,0,0,0,598,0,0,706,0,1
0,40,1200,0,402,16576.4,130,2340,0,0,360,2365.4,2,1874,2615732,500,40,0,165,159,80,17,1,1,1,2,0,3,1,2,0,0,0,660,0,0,0,0,1
1750,334,29,4160,160,25934.5,2067,2080,0,0,1400,2360,1,4195,2617222,0,0,0,0,60,47,16,1,1,2,2,0,2,1,1,0,0,0,410,183,0,0,0,1
20,256,923.3333,0,233,9955.434,473.3333,520,0,0,120,2356.6,2,1007.167,2563824,0,0,0,266.6667,34,87,15,1,1,1,4,0,2,1,1,0,0,0,144,0,0,0,0,1
263.6667,42,2120,0,150,11574.17,208,650,0,0,180,2342.667,1,1482,2539745,190,0,0,0,15.6667,46,15,1,1,1,4,25,5,1,1,0,1,2,100,0,0,140,0,1
110,234,0,0,224,8749,260,1040,52,0,0,2340,4,2138,2590073,90,0,0,0,0,26,14,1,1,2,2,103,3,1,1,1,0,0,496,0,0,0,0,1
3151,303,930,330,131,29670.65,1837,1350,46,0,384,2339.4,2,2121,2545474,0,54,0,58,86,68,15,1,1,2,3,0,2,1,1,0,0,0,419,0,0,70,6517,1
268,739,0,0,120,15455.75,705,816,290,0,586,2331,4,3989,2589413,313,0,0,17,69,62,12,5,1,2,2,0,1,1,0,0,0,0,195,0,0,0,485,1
456,766.6667,220,9000,650,24405.63,433.3333,1906.667,361,0,1000,2325,1,1440,2563854,0,0,0,238.6667,106.6667,54,13,1,1,2,4,0,3,1,2,0,0,0,500,0,0,35,0,1
0,235,0,0,200,8941,866.6667,390,215,0,300,2321,1,1277,2560784,114,0,43,6.6667,0,28,11,1,1,1,3,43,2,1,1,0,0,0,190,0,346.6667,380,0,1
0,211,0,600,630,18467.6,0,1950,989,0,2925,2320,1,2452,2617652,300,0,0,300,0,51,12,1,1,1,3,0,3,2,1,0,0,0,65,0,650,1200,0,1
0,0,0,0,1363,8026.7,0,546,0,0,900,2319.7,2,1808,2618522,0,0,0,0,0,79,13,2,1,2,4,0,1,1,0,0,0,0,144,40,0,0,0,1
0,0,0,0,180,6942.4,1300,780,0,0,240,2303.4,2,225,2586343,0,0,0,50,0,82,11,1,1,1,2,0,2,1,1,0,0,0,78,0,1300,0,0,2
180,150,0,0,180,12019.5,520,1040,0,0,400,2300,1,2298.333,2595603,0,0,0,250,53.3333,62,13,1,1,1,4,0,2,1,1,0,0,0,270,0,0,0,0,1
0,500,0,0,450,17704.19,132,2210,0,0,270,2290,2,622,2580663,0,0,0,100,0,57,12,1,1,1,3,0,3,1,1,0,1,0,72,0,0,300,0,2
395,566,0,0,309,32028.15,1540,1640,0,500,800,2287.4,1,11715,2579253,0,0,1250,635,191,67,17,1,1,1,3,0,2,1,1,0,0,0,816,0,0,0,0,1
0,800,0,0,550,8341.4,65,1950,0,0,855,2287.4,2,300,2583853,30,0,0,65,0,77,11,1,1,1,3,0,2,1,1,0,0,0,195,48,0,64,0,1
17.3333,0,0,0,0,7856,112.6667,346.6667,0,0,400,2283,4,1881,2635352,0,0,50,40,0,62,17,1,1,1,2,0,2,1,1,0,0,0,100,30,0,100,0,1
186.6667,1003.333,0,0,500,33278.03,1976.667,1326.667,120,0,1300,2280,1,11346,2557164,0,0,0,160,80,57,15,1,4,2,2,220,4,2,2,0,0,0,540,150,0,80,0,1
390,475,0,100,370,19549,370,1170,64,0,1370,2280,2,1494.75,2522445,0,0,0,100,96,48,16,1,1,2,2,10,3,1,1,0,1,0,480,0,0,85,0,1
1022,1050,1188,0,1200,46997.7,5450,1235,0,0,1270,2279.7,2,4478,2515525,0,0,0,200,100,60,13,1,1,2,3,0,2,1,1,0,0,0,435,0,0,210,880,1
226,185,99,0,261,18718,1733.333,1690,0,0,701,2271,1,961.6667,2592053,0,0,515,100,0,54,16,1,1,1,3,164,3,1,2,0,0,0,140,0,0,0,0,1
0,11,0,0,0,9908.257,86.6667,1516.667,0,0,402,2266,2,107,2592923,0,0,178,0,20,63,15,3,1,2,4,33,2,1,1,0,0,0,46,0,0,380,0,1
776,622.3333,0,0,308,19928.86,273.3333,1783.333,81,0,400,2255.8,1,6139.667,2628392,240,0,0,193.3333,0,34,14,3,6,2,4,160,6,2,2,0,0,2,474,25,0,360,0,1
7,190,0,0,675,10912.9,195,1625,40,0,1320,2254.4,2,171.5,2521785,210,0,0,90,0,70,12,1,1,2,3,0,2,1,1,0,0,0,495,45,195,445,0,1
156.6667,661,2134,200,180,18058.6,346.6667,736.6667,60,0,600,2250,1,2341.667,2525745,0,0,2000,66.6667,0,34,17,1,1,2,2,0,4,1,1,0,2,0,324,20,0,235,0,1
288.3333,1040,643,0,264,16006.33,707.3333,1281.333,0,0,264,2242,2,3103.333,2626312,0,36,0,193.3333,9.3333,64,15,1,1,1,1,0,2,1,1,0,0,0,161.6667,0,0,50,0,1
0,0,0,0,300,6710.4,260,650,0,0,300,2239.4,4,2000,2518595,0,0,0,249,0,87,12,3,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,1
345,274,0,0,262,14203.25,650,1170,47,0,680,2239,1,2569,2587523,0,0,0,0,15,37,16,1,1,1,3,0,3,1,1,1,0,0,660,0,0,655,0,1
207.3333,508,0,0,151,12057.6,86.6667,875.3333,0,0,476,2233.6,2,2128.333,2595273,600,0,0,116.6667,16.6667,65,13,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
223.3333,480,320,0,207,17483.92,664,780,0,0,300,2233.333,1,2174.167,2557494,206,0,0,170,12,60,14,1,1,1,2,189,3,2,1,0,0,0,0,0,0,120,0,1
79,131.6667,150,0,131,6431.8,366.6667,476.6667,158,0,290,2226.133,1,1375,2607653,0,0,0,35,25,71,15,1,1,2,3,35,2,1,1,0,0,0,135,0,0,0,0,1
0,420,0,0,537,13189.5,1105,1170,0,0,600,2220,1,3527,2518415,0,20,0,60,0,53,15,1,1,1,2,0,1,0,1,0,0,0,328,0,0,960,0,1
530,498,600,3999,420,23681.5,339,2210,0,0,1050,2220,1,2814,2623322,0,0,0,150,90,47,15,1,1,2,1,100,4,1,1,0,0,2,780,0,0,330,0,1
200,425,0,80,120,15546.75,845,1560,150,0,600,2220,1,4077.75,2555964,150,0,0,180,60,54,15,1,4,2,4,0,3,1,1,0,1,0,405,0,0,0,0,1
0,0,0,0,450,12991.5,1420,1625,0,0,2100,2220,1,871,2547474,32,0,0,145,17,32,14,1,1,2,3,0,4,1,1,1,0,1,212,0,0,150,0,2
110,230,220,920,120,10307.68,86.6667,346.6667,0,0,450,2219.333,1,710.3333,2645212,0,0,0,133.3333,0,49,13,3,1,1,2,70,3,1,1,0,1,0,160,0,151.6667,14,0,1
102,107,0,0,348,9398.762,0,1083.333,0,319,800,2213.8,2,90.3333,2598523,0,0,0,37,22,87,12,2,1,2,3,0,3,2,1,0,0,0,392,0,0,80,0,1
0,0,0,0,649,10721.9,2600,1040,0,726,300,2212.4,2,162.5,2621502,150,0,0,250,0,87,10,1,1,2,3,169,2,1,1,0,0,0,375,0,0,0,0,2
0,37,0,0,297,10578.4,195,1226,42,212,720,2208.4,5,0,2581643,14,0,0,45,68,77,13,1,1,1,3,0,2,1,1,0,0,0,135,0,0,1400,0,2
0,1.6667,3.3333,0,30,3866.417,0,650,0,0,65,2205,4,681,2601834,0,0,0,0,0,32,17,1,4,2,4,0,3,1,1,1,0,0,27,0,0,0,0,1
0,500,0,0,363,9971.9,3250,130,0,0,300,2204.4,1,2304,2581963,0,0,0,33,125,77,15,1,1,1,2,0,2,1,1,0,0,0,339,0,0,0,0,1
0,200,150,0,450,9937,650,2275,60,0,0,2204,2,700,2521935,405,51,0,500,200,82,12,1,4,2,4,100,2,1,1,0,0,0,159,0,0,0,0,1
0,100,0,0,345,9023.149,0,780,0,0,240,2203.7,1,3097,2620862,0,0,0,240,0,87,13,2,1,2,2,0,2,2,0,0,0,0,0,0,0,90,0,1
162,138,42,0,304,8115.8,0,845,0,0,150,2201.4,2,732,2623992,0,0,0,480,60,75,12,1,1,2,3,0,2,1,1,0,0,0,438,0,0,824,0,1
0,277,0,0,536,14872.65,260,2470,44,0,900,2200,1,4557,2583863,0,0,0,100,0,37,16,1,4,1,2,0,5,1,1,1,2,0,315,0,0,0,0,1
101,1027,0,0,202,13603.5,216.3333,1170,44,0,1000,2200,1,2553.333,2624942,0,0,0,60,213,28,15,1,1,2,3,0,5,1,1,0,2,1,200,150,0,430,335,1
34,65,0,0,268,9910.5,650,975,0,0,981,2200,2,775,2545374,520,0,0,269,259,53,15,1,1,1,4,3,2,1,1,0,0,0,240,0,0,240,0,1
0,13.3333,0,0,436,7410.6,260,1040,0,0,570,2195.6,2,133.3333,2601153,0,0,0,53.3333,20,67,13,1,2,1,2,0,2,1,1,0,0,0,924,0,130,0,0,1
98,0,68,0,166,8794.65,520,715,0,0,150,2195.4,2,2288.75,2546454,71,18,0,40,6,87,15,1,1,2,3,0,2,1,1,0,0,0,82,0,0,0,0,1
300,510,0,0,218,13017.3,283,1430,80,0,720,2194,1,2076,2517805,129,0,233,60,32,59,15,1,1,2,3,90,3,1,2,0,0,0,276,20,0,0,354,1
190.6667,75.3333,393,0,189,9418.934,533.3333,650,0,0,352,2192.6,2,1073,2595863,0,0,0,98,56,87,16,1,1,1,3,0,2,1,1,0,0,0,438,0,0,0,0,1
216.6667,60,0,0,150,8634,246.6667,866.6667,0,0,530,2192,4,3284.667,2598393,0,0,0,0,13.3333,45,15,1,1,1,4,0,3,1,1,0,1,0,400,0,0,20,0,1
0,48,0,0,212,8846.8,173.3333,2340,0,0,0,2189.8,4,1800,2525295,0,186.6667,0,20,0,65,12,3,1,2,1,0,3,1,2,0,0,0,342,0,0,80,0,1
625,356,0,0,525,26338.45,650,1690,0,0,360,2185.7,2,11750,2580833,1600,0,0,0,0,63,12,1,1,2,1,0,2,1,1,0,0,0,328,0,0,0,0,1
0,0,0,0,0,11285.17,173.3333,2019.333,25,0,334,2184,2,730.6667,2523155,0,0,0,0,52,61,13,1,1,1,4,0,2,1,1,0,0,0,192,0,0,0,1137,1
48,2258,0,0,146,13821.79,866.6667,780,0,68,0,2175,1,2728,2528595,666,0,0,85.3333,16.6667,59,12,1,1,2,2,0,3,1,2,0,0,0,170,0,0,0,0,1
198,197,50,0,867,20122.5,728,2665,107,0,750,2175,1,5349,2616062,0,0,0,600,0,46,12,3,1,2,1,230,3,1,0,0,1,1,636,250,0,65,0,1
0,191,0,0,315,11428.8,195,780,0,0,750,2165.4,2,1333.75,2615962,0,0,0,260,0,67,13,1,1,1,3,0,2,1,1,0,0,0,581,0,0,0,0,2
0,20,64,0,130,5414.867,0,130,0,600,240,2163,1,663.3333,2627922,0,0,0,26.6667,0,54,13,5,1,1,4,0,1,0,1,0,0,0,140,0,0,0,0,1
0,174,0,480,116,19815.25,195,1729,0,0,1500,2154,2,600,2545614,225,0,0,0,21,60,15,1,4,1,4,55,3,1,2,0,0,0,867,0,0,0,0,1
265,374,0,0,526,12256.83,422,1300,60,0,2000,2151.8,2,621.6667,2532595,423,0,0,82,0,54,12,1,1,2,3,80,3,1,2,0,0,0,486,0,0,220,994,2
126,1180,0,0,320,14007,799,765,226,0,450,2148,1,2924.75,2516765,40,0,0,160,36,47,15,3,1,2,1,0,1,1,0,0,0,0,171,30,0,425,392,1
75,567,0,850,273,14585.25,650,975,0,0,1800,2144,1,3463,2545534,0,0,0,90,0,41,16,3,1,2,3,30,3,3,0,0,0,0,680,105,0,210,0,1
53.3333,200,0,0,228,8894.667,130,1083.333,0,0,440,2141.667,1,1287,2628332,0,0,0,33.3333,0,55,12,1,1,1,3,0,5,2,3,0,0,0,678,0,0,400,0,1
